id,species,genotype,site,subsystem,tank,rack,qty,size
,PS,PS2,Mote Summerland,All Summerland,D4,R1138,27,0.25
,OF,OF986,Mote Islamorada,,G16,R242,27,0
,AP,AP383,Mote Key Largo,,G7,R117,27,0.75
,OF,OF978,Mote Summerland,All Summerland,F1,R853,27,0.5
,SIDEREA,SS463,Mote Looe Key [In Situ],,default,R1520,27,0.25
,OF,OF1027,Mote Islamorada [In Situ],,Unassigned,R64,27,0.5
,MC,MC205,Mote Islamorada,,G11,R207,27,0.5
,OF,OF697,Mote Summerland,All Summerland,B2,R1078,27,0.25
,SIDEREA,SS493,Mote Islamorada,,G3,R299,27,0.5
,PC,PC21,Mote Key Largo,,G10,R280,27,
,INTERSEPTA,SI79,Mote Looe Key [In Situ],,default,R1981,27,0.5
,OF,OF976,Mote Looe Key [In Situ],,default,R1023,27,0.25
,PA,PA404,Mote Summerland,All Summerland,A2,R74,27,0.25
,OF,OF951,Mote Islamorada,,G3,R306,27,0.25
,MC,MC3,Mote Looe Key [In Situ],,,MC-3,27,0
,AC,AC2533,Mote Looe Key [In Situ],,,CU-100,27,0
,MC,MC73,Mote Looe Key [In Situ],,,PS MIX4,27,0
,OF,OF1041,Mote Islamorada,,G16,R215,27,
,OF,OF977,Mote Summerland,All Summerland,D3,R1104,26,0.75
,MC,MC107,Mote Summerland,All Summerland,B1,R1846,26,0.5
,PC,PC44,Mote Summerland,All Summerland,F1,R853,26,0.5
,OF,OF977,Mote Looe Key [In Situ],,default,R131,26,0.25
,OF,OF940,Mote Islamorada [In Situ],,Unassigned,R321,26,0
,SIDEREA,SS160,Mote Looe Key [In Situ],,default,R1485,26,0.25
,PC,PC19,Mote Summerland,All Summerland,F4,R340,26,0.75
,MC,MC102,Mote Key Largo,,G6,R240,26,0.75
,MC,MC205,Mote Islamorada,,G10,R101,26,0.5
,DL,DL269,Mote Islamorada,,G15,R249,26,0.5
,OF,OF993,Mote Summerland,All Summerland,F5,R1125,26,1
,AP,AP27,Mote Key Largo,,G15,R45,26,0.5
,DL,DL13,Mote Key Largo,,G10,R259,26,0.5
,PS,PS32,Mote Summerland,All Summerland,B1,R1022,26,0.25
,DL,DL154,Mote Summerland,All Summerland,B1,R152,26,0.25
,PC,PC27,Mote Key Largo [In Situ],,,Red03,26,0
,PC,PC27,Mote Key Largo [In Situ],,,Red03,26,0
,PS,PS17,Mote Summerland,All Summerland,A4,R948,26,0.25
,DL,DL271,Mote Summerland,All Summerland,A3,R1925,26,0
,CN,CN46,Mote Summerland,All Summerland,A3,R1741,26,0.75
,CN,CN73,Mote Islamorada,,G3,R303,26,0.5
,CN,CN18,Mote Summerland,All Summerland,F2,R1920,25,1
,OF,OF980,Mote Summerland,All Summerland,B3,R1601,25,0.75
,ASTREOIDES,PA56,Mote Summerland,All Summerland,G4,R1268,25,1
,MC,MC115,Mote Islamorada [In Situ],,Unassigned,R442,25,0
,OF,OF1002,Mote Islamorada,,G8,R269,25,0.25
,AP,AP82,Mote Key Largo,,G14,R77,25,0.5
,OF,OF934,Mote Islamorada [In Situ],,Unassigned,R313,25,0
,OF,OF1041,Mote Islamorada,,G16,R6,25,0.25
,PS,PS42,Mote Summerland,All Summerland,C1,R955,25,0.5
,ASTREOIDES,PA85,Mote Key Largo,,G11,R255,25,0.5
,MC,MC205,Mote Summerland,All Summerland,F1,R1685,25,0.5
,AP,AP33,Mote Key Largo,,G7,R302,25,0.5
,OA,OA07,Mote Islamorada,,G8,R262,25,0.25
,SIDEREA,SS88,Mote Islamorada,,G13,R88,25,0.5
,SIDEREA,SS88,Mote Islamorada,,G13,R14,25,0.5
,CN,CN8,Mote Looe Key [In Situ],,,CN MIX1,25,0
,PC,PC49,Mote Key Largo,,G10,R298,25,0.25
,OF,OF1034,Mote Islamorada [In Situ],,Unassigned,R56,25,0.5
,SIDEREA,SS41,Mote Key Largo,,G8,R9,25,0.5
,MC,MC102,Mote Key Largo,,G10,R161,25,0.5
,MC,MC112,Mote Key Largo,,G12,R75,25,0.25
,PS,PS10,Mote Summerland,All Summerland,A4,R948,25,0.25
,AC,AC70,Mote Key Largo [In Situ],,,Red06,25,0
,AC,AC70,Mote Key Largo [In Situ],,,Blue16,25,0
,INTERSEPTA,SI81,Mote Summerland,All Summerland,F7,R184,25,0.5
,MC,MC62,Mote Looe Key [In Situ],,,MC MIX2,25,0
,PS,PS8,Mote Looe Key [In Situ],,,PS-8,25,0
,PS,PS13,Mote Looe Key [In Situ],,,PS MIX1,25,0
,OF,OF801,Mote Looe Key [In Situ],,,OF MIX4,25,0
,OF,OF1017,Mote Looe Key [In Situ],,,OF MIX5,25,0
,DL,DL16,Mote Looe Key [In Situ],,,DL MIX1,25,0
,AC,AC89,Mote Looe Key [In Situ],,,AC-89,25,0
,PC,PC20,Mote Looe Key [In Situ],,,PC-20,25,0
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R284,24,0
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R465,24,0
,OF,OF1009,Mote Islamorada [In Situ],,Unassigned,R287,24,0
,OF,OF1013,Mote Islamorada [In Situ],,Unassigned,R281,24,0
,OF,OF957,Mote Islamorada [In Situ],,Unassigned,R433,24,0
,OF,OF954,Mote Islamorada [In Situ],,Unassigned,R439,24,0
,MC,MC120,Mote Islamorada [In Situ],,Unassigned,R441,24,0
,OF,OF957,Mote Islamorada [In Situ],,Unassigned,R443,24,0
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R445,24,0
,PS,PS1,Mote Summerland,All Summerland,B2,R369,24,0.25
,OF,OF942,Mote Islamorada [In Situ],,Unassigned,R315,24,0
,OF,OF957,Mote Islamorada [In Situ],,Unassigned,R509,24,0
,OF,OF951,Mote Islamorada [In Situ],,Unassigned,R510,24,0
,OF,OF940,Mote Islamorada [In Situ],,Unassigned,R512,24,0
,CN,CN36,Mote Islamorada,,G14,R208,24,0.5
,MC,MC102,Mote Key Largo,,G6,R320,24,0.75
,SIDEREA,SS160,Mote Looe Key [In Situ],,default,R894,24,0.5
,DL,DL165,Mote Summerland,All Summerland,F4,R1531,24,0.5
,AC,AC17-001,Mote Islamorada,,G1,R210,24,0.5
,CN,CN19,Mote Summerland,All Summerland,F3,R1371,24,1
,PC,PC20,Mote Key Largo,,G6,R118,24,0.75
,AP,AP96,Mote Key Largo,,G7,R286,24,0.5
,SIDEREA,SS58,Mote Islamorada,,G10,R229,24,0.5
,OF,OF1039,Mote Islamorada,,G11,R297,24,0.5
,PS,PS20,Mote Summerland,All Summerland,B5,R1585,24,0.25
,DL,DL280,Mote Islamorada,,G3,R275,24,0.5
,DL,DL270,Mote Summerland,All Summerland,F8,R1606,24,0.5
,PC,PC61,Mote Summerland,All Summerland,F8,R1640,24,0.5
,SIDEREA,SS87,Mote Summerland,All Summerland,F8,R1801,24,0.5
,SIDEREA,SS87,Mote Summerland,All Summerland,F8,R1803,24,0.5
,SIDEREA,SS87,Mote Summerland,All Summerland,F8,R1778,24,0.5
,SIDEREA,SS87,Mote Summerland,All Summerland,F8,R1977,24,0.5
,MC,MC203,Mote Summerland,All Summerland,F8,R2031,24,0.5
,MC,MC203,Mote Summerland,All Summerland,F8,R1868,24,0.5
,MC,MC203,Mote Summerland,All Summerland,F8,R1577,24,0.5
,MC,MC203,Mote Summerland,All Summerland,F8,R1594,24,0.5
,DL,DL223,Mote Summerland,All Summerland,B6,R941,24,0.25
,CN,CN29,Mote Summerland,All Summerland,F10,R1213,24,0.5
,CN,CN75,Mote Summerland,All Summerland,F10,R1360,24,0.5
,CN,CN75,Mote Summerland,All Summerland,F10,R1659,24,0.5
,CN,CN75,Mote Summerland,All Summerland,F10,R1667,24,0.5
,CN,CN49,Mote Summerland,All Summerland,F10,R958,24,0.5
,CN,CN49,Mote Summerland,All Summerland,F10,R1651,24,0.5
,CN,CN49,Mote Summerland,All Summerland,F10,R1595,24,0.5
,CN,CN30,Mote Summerland,All Summerland,F10,R1833,24,0.5
,CN,CN30,Mote Summerland,All Summerland,F10,R1985,24,0.5
,CN,CN30,Mote Summerland,All Summerland,F10,R1605,24,0.5
,PC,PC21,Mote Key Largo,,G10,R191,24,0.25
,PC,PC25,Mote Islamorada [In Situ],,Unassigned,R300,24,0.5
,PC,PC22,Mote Key Largo,,G10,R134,24,0.25
,MC,MC203,Mote Looe Key [In Situ],,default,R1945,24,0.5
,OF,OF977,Mote Looe Key [In Situ],,default,R158,24,0.25
,MC,MC102,Mote Key Largo,,G10,R111,24,0.25
,MC,MC102,Mote Key Largo,,G10,R150,24,0.25
,MC,MC102,Mote Key Largo,,G10,R211,24,0.25
,MC,MC204,Mote Key Largo,,G10,R313,24,0.5
,MC,MC80,Mote Key Largo,,G12,R309,24,0.5
,PC,PC20,Mote Key Largo,,G6,R213,24,0.5
,MC,MC102,Mote Key Largo,,G6,R268,24,0.25
,MC,MC102,Mote Key Largo,,G6,R42,24,0.25
,MC,MC102,Mote Key Largo,,G6,R226,24,0.25
,AP,AP41,Mote Key Largo,,G15,R14,24,0.25
,PC,PC25,Mote Islamorada [In Situ],,,Red83,24,0
,OF,OF977,Mote Looe Key [In Situ],,,ILSA45,24,0
,AC,AC2534,Mote Looe Key [In Situ],,,CU-103,24,0
,MC,MC73,Mote Looe Key [In Situ],,,MC MIX3,24,0
,OA,OA11,Mote Looe Key [In Situ],,,OA MIX1,24,0
,OF,OF1009,Mote Islamorada [In Situ],,Unassigned,R283,23,0
,OF,OF1004,Mote Summerland,All Summerland,F1,R1290,23,0.5
,OF,OF981,Mote Summerland,All Summerland,E3,R938,23,0.25
,OF,OF995,Mote Looe Key [In Situ],,default,R384,23,0.25
,OF,OF1041,Mote Islamorada,,G8,R102,23,0.25
,OF,OF957,Mote Islamorada [In Situ],,Unassigned,R316,23,0
,OF,OF1034,Mote Islamorada,,G13,R190,23,0.75
,OF,OF15,Mote Summerland,All Summerland,E3,R1806,23,0.25
,AP,AP19,Mote Key Largo,,G16,R39,23,0.5
,PC,PC60,Mote Summerland,All Summerland,F4,R1669,23,0.25
,MC,MC204,Mote Islamorada,,G2,R113,23,0.5
,PS,PS5,Mote Summerland,All Summerland,F4,R386,23,0.75
,INTERSEPTA,SI8,Mote Summerland,All Summerland,F4,R1448,23,1
,PC,PC61,Mote Summerland,All Summerland,F8,R1452,23,0.5
,PS,PS15,Mote Summerland,All Summerland,B5,R1638,23,0.25
,PC,PC49,Mote Key Largo,,G10,R152,23,0.25
,PS,PS3,Mote Summerland,All Summerland,B1,R1614,23,0.25
,OF,OF976,Mote Looe Key [In Situ],,default,R1123,23,0.25
,SIDEREA,SS160,Mote Looe Key [In Situ],,default,R1,23,0.5
,OF,OF1003,Mote Key Largo,,G10,R276,23,0.25
,MC,MC1,Mote Summerland,All Summerland,A4,R1670,23,0.25
,AC,AC50,Mote Key Largo [In Situ],,,Red03,23,0
,AC,AC75,Mote Key Largo [In Situ],,,Red04,23,0
,AC,AC75,Mote Key Largo [In Situ],,,Blue04,23,0
,OF,OF954,Mote Islamorada,,G13,R164,23,0.25
,OF,OF995,Mote Looe Key [In Situ],,,ILSA45,23,0
,OF,OF976,Mote Looe Key [In Situ],,,ILSA45,23,0
,SS,SS160,Mote Looe Key [In Situ],,,ILSA45,23,0
,MC,MC126,Mote Looe Key [In Situ],,,MC MIX4,23,0
,PS,PS5,Mote Looe Key [In Situ],,,PS MIX1,23,0
,DL,DL18,Mote Looe Key [In Situ],,,DL MIX1,23,0
,CN,CN3,Mote Looe Key [In Situ],,,CN MIX1,23,0
,INTERSEPTA,SI80,Mote Summerland,All Summerland,A3,R1053,23,0.5
,OF,OF953,Mote Islamorada [In Situ],,Unassigned,R285,22,0
,OF,OF991,Mote Summerland,All Summerland,C2,R1293,22,0.5
,OF,OF1012,Mote Islamorada [In Situ],,Unassigned,R470,22,0
,OF,OF956,Mote Islamorada [In Situ],,Unassigned,R438,22,0
,MC,MC90,Mote Islamorada [In Situ],,Unassigned,R440,22,0
,OF,OF976,Mote Looe Key [In Situ],,default,R785,22,0.25
,OF,OF953,Mote Islamorada,,G12,R4,22,0.5
,OF,OF956,Mote Islamorada [In Situ],,Unassigned,R319,22,0
,OF,OF328,Mote Summerland,All Summerland,F2,R739,22,0.5
,DL,DL12,Mote Summerland,All Summerland,C1,R2027,22,0.5
,SIDEREA,SS95,Mote Summerland,All Summerland,C1,R1439,22,0.5
,DL,DL174,Mote Summerland,All Summerland,D1,R142,22,0.5
,FRANKSI,OK2,Mote Summerland,All Summerland,D1,R251,22,0.25
,AP,AP393,Mote Key Largo,,G19,R72,22,0.25
,DL,DL283,Mote Islamorada,,G3,R261,22,0.75
,OF,OF688,Mote Summerland,All Summerland,F5,R1390,22,0.75
,AP,AP23,Mote Islamorada,,G12,R254,22,0.25
,INTERSEPTA,SI235,Mote Islamorada,,G1,R23,22,0.5
,INTERSEPTA,SI9,Mote Summerland,All Summerland,F4,R1515,22,1
,MC,MC127,Mote Looe Key [In Situ],,default,R1220,22,1
,PC,PC23,Mote Key Largo,,G12,R316,22,0.25
,PS,PS15,Mote Summerland,All Summerland,A2,R1981,22,0.25
,PA,PA412,Mote Summerland,All Summerland,A2,R1395,22,0.25
,SB,SB13,Mote Summerland,All Summerland,A4,R1107,22,0.25
,OF,OF933,Mote Islamorada,,G7,R31,22,0.25
,SIDEREA,SS95,Mote Summerland,All Summerland,F7,R655,22,0.5
,OF,OF1015,Mote Islamorada,,Unassigned,R272,22,0.75
,OF,OF328,Mote Looe Key [In Situ],,,OF328,22,0
,DL,DL2,Mote Looe Key [In Situ],,,DL-2,22,0
,SIDEREA,SS468,Mote Summerland,All Summerland,A3,R920,22,0.5
,PC,PC22,Mote Islamorada [In Situ],,Unassigned,R468,21,0
,CN,CN21,Mote Summerland,All Summerland,F5,R1202,21,1
,ASTREOIDES,PA47,Mote Summerland,All Summerland,H6,R356,21,0.25
,OF,OF984,Mote Summerland,All Summerland,Q7,R813,21,0.5
,OF,OF1009,Mote Islamorada [In Situ],,Unassigned,R469,21,0
,OF,OF1008,Mote Islamorada [In Situ],,Unassigned,R471,21,0
,OF,OF918,Mote Islamorada,,G7,R118,21,0.5
,OF,OF61,Mote Summerland,All Summerland,D2,R1604,21,0.25
,PC,PC55,Mote Summerland,All Summerland,D3,R1490,21,0.5
,,OF,Mote Summerland,All Summerland,F2,R28,21,0
,PS,PS4,Mote Islamorada,,G8,R51,21,0.5
,SIDEREA,SS90,Mote Summerland,All Summerland,C1,R891,21,0.5
,OF,OF99,Mote Summerland,All Summerland,C6,R877,21,0.5
,OF,OF988,Mote Islamorada,,G10,R58,21,0
,Bl,Black,Mote Islamorada,,G10,R158,21,0.5
,DL,DL168,Mote Summerland,All Summerland,F1,R1928,21,0.5
,AP,AP23,Mote Islamorada,,G12,R82,21,0.75
,DL,DL169,Mote Summerland,All Summerland,F1,R1829,21,0.5
,AC,AC5,Mote Islamorada [In Situ],,,Red14,21,0
,OF,OF930,Mote Islamorada,,G2,R251,21,0.25
,OF,OF949,Mote Islamorada,,G2,R168,21,0.5
,OF,OF802,Mote Key Largo,,G12,R300,21,0.5
,OF,OF987,Mote Looe Key [In Situ],,default,R1053,21,0.25
,OF,OF1028,Mote Key Largo,,G12,R137,21,0.25
,OF,OF1025,Mote Key Largo,,G12,R198,21,0.25
,PC,PC46,Mote Key Largo,,G12,R119,21,0.25
,PA,PA417,Mote Summerland,All Summerland,A2,R197,21,0.25
,AC,AC47,Mote Key Largo [In Situ],,,Red08,21,0
,AC,AC47,Mote Key Largo [In Situ],,,Blue18,21,0
,OF,OF1027,Mote Islamorada [In Situ],,,Red83,21,0
,PC,PC20,Mote Islamorada,,G13,R267,21,0.25
,DL,DL271,Mote Summerland,All Summerland,F7,R402,21,0.5
,RADIANS,SR21,Mote Summerland,All Summerland,G7,R1464,21,0.5
,AC,AC2631,Mote Looe Key [In Situ],,,RD-6,21,0
,OF,OF1022,Mote Islamorada,,G15,R63,21,0.5
,SIDEREA,SS30,Mote Summerland,All Summerland,F3,R318,20,1
,ASTREOIDES,PA86,Mote Summerland,All Summerland,C4,R343,20,1
,MC,MC91,Mote Islamorada [In Situ],,Unassigned,R446,20,0
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R448,20,0
,OF,OF98,Mote Summerland,All Summerland,D5,R701,20,0.25
,CN,CN67,Mote Summerland,All Summerland,H7,ISLA276,20,0.75
,PS,PS42,Mote Summerland,All Summerland,H4,R249,20,1
,OF,OF996,Mote Summerland,All Summerland,F2,R651,20,0.75
,OF,OF1041,Mote Islamorada,,G16,R178,20,0.25
,PC,PC27,Mote Key Largo [In Situ],,Unassigned,R164,20,0.5
,OF,OF953,Mote Islamorada,,G9,R114,20,0.25
,DL,DL5,Mote Islamorada,,G9,R48,20,0.75
,PC,PC26,Mote Key Largo [In Situ],,Unassigned,R167,20,0.5
,PC,PC50,Mote Key Largo [In Situ],,Unassigned,R44,20,0.5
,PC,PC26,Mote Key Largo [In Situ],,Unassigned,R36,20,0.5
,OF,OF1034,Mote Islamorada,,G7,R224,20,0.5
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R137,20,0.5
,MC,MC97,Mote Key Largo [In Situ],,Unassigned,R210,20,0.5
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R147,20,0.5
,PC,PC21,Mote Key Largo [In Situ],,Unassigned,R18,20,0.5
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R162,20,0.5
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R187,20,0.5
,MC,MC125,Mote Key Largo [In Situ],,Unassigned,R268,20,0.5
,PS,PS15,Mote Islamorada,,G8,R93,20,0.5
,MC,MC125,Mote Islamorada,,G7,R1,20,0.25
,PS,PS14,Mote Key Largo [In Situ],,Unassigned,R81,20,0.5
,MC,MC121,Mote Islamorada,,G8,R139,20,0.25
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R31,20,0.5
,CN,CN73,Mote Summerland,All Summerland,H7,ISLA294,20,0.75
,CN,CN83,Mote Summerland,All Summerland,H7,ISLA265,20,0.75
,CN,CN54,Mote Summerland,All Summerland,H7,ISLA184,20,0.75
,CN,CN18,Mote Summerland,All Summerland,H7,R1988,20,1
,CN,CN14,Mote Summerland,All Summerland,H7,R1539,20,1
,CN,CN21,Mote Summerland,All Summerland,H7,R1645,20,1
,CN,CN19,Mote Summerland,All Summerland,H7,R1949,20,1
,INTERSEPTA,SI13,Mote Summerland,All Summerland,C1,R1179,20,0.5
,MC,MC202,Mote Summerland,All Summerland,D4,R262,20,0.5
,DL,DL18?,Mote Key Largo,,G10,R96,20,0.5
,AC,AC5,Mote Looe Key [In Situ],,,AC-5,20,0
,RADIANS,SR257,Mote Summerland,All Summerland,D2,R1582,20,0.25
,INTERSEPTA,SI46,Mote Islamorada,,G3,R301,20,0.5
,OF,OF940,Mote Islamorada [In Situ],,,Blue07,20,0
,CN,CN7,Mote Summerland,All Summerland,H7,R3,20,0
,CN,CN11,Mote Summerland,All Summerland,H7,R3,20,0
,CN,CN12,Mote Summerland,All Summerland,H7,R3,20,0
,CN,CN8,Mote Summerland,All Summerland,H7,R3,20,0
,MC,MC112,Mote Summerland,All Summerland,B5,R1736,20,0.5
,AP,AP23,Mote Islamorada,,G1,R100,20,0.5
,AP,AP101,Mote Key Largo,,G16,R285,20,0.25
,OF,OF918,Mote Islamorada,,G8,R67,20,0.5
,INTERSEPTA,SI6,Mote Summerland,All Summerland,F4,R1531,20,0.75
,CN,CN14,Mote Summerland,All Summerland,F2,R1177,20,1
,DL,DL172,Mote Summerland,All Summerland,B6,R148,20,0.5
,AP,AP397,Mote Key Largo,,G7,R58,20,0.25
,AP,AP45,Mote Key Largo,,G17,R106,20,0.5
,CN,CN75,Mote Summerland,All Summerland,F10,R1379,20,0.5
,OF,OF984,Mote Summerland,All Summerland,B3,R1319,20,0.75
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R150,20,0.5
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R161,20,0.5
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R213,20,0.5
,MC,MC204,Mote Key Largo [In Situ],,Unassigned,R249,20,0.5
,MC,MC97,Mote Key Largo [In Situ],,Unassigned,R291,20,0.5
,PC,PC46,Mote Key Largo [In Situ],,Unassigned,R309,20,0.5
,MC,MC204,Mote Key Largo,,G10,R168,20,0.5
,PC,PC20,Mote Key Largo,,G6,R48,20,0.5
,PC,PC50,Mote Key Largo [In Situ],,Unassigned,R87,20,0.5
,PC,PC20,Mote Key Largo [In Situ],,Unassigned,R144,20,0.5
,PC,PC45,Mote Key Largo [In Situ],,Unassigned,R256,20,0.5
,SB,SB13,Mote Summerland,All Summerland,G7,R1249,20,0.5
,SB,SB13,Mote Summerland,All Summerland,G7,R1285,20,0.5
,AC,AC58,Mote Key Largo [In Situ],,,Red01,20,0
,DL,DL12,Mote Summerland,All Summerland,A4,R931,20,0.25
,AC,AC4,Mote Key Largo [In Situ],,,Red05,20,0
,AC,AC58,Mote Key Largo [In Situ],,,Blue01,20,0
,PC,PC20,Mote Key Largo [In Situ],,,Blue61,20,0
,OF,OF1015,Mote Islamorada [In Situ],,Unassigned,R100,20,0.25
,OF,OF940,Mote Islamorada,,G8,R37,20,0.25
,MC,MC4,Mote Looe Key [In Situ],,,MC-1/4,20,0
,AC,AC2580,Mote Looe Key [In Situ],,,FM-18,20,0
,OF,OF1,Mote Looe Key [In Situ],,,OF-1,20,0
,AC,AC2638,Mote Looe Key [In Situ],,,RD-30,20,0
,AC,AC10,Mote Looe Key [In Situ],,,AC-10,20,0
,AC,AC7,Mote Looe Key [In Situ],,,AC-7,20,0
,AC,AC1,Mote Looe Key [In Situ],,,AC-1,20,0
,AC,AC0,Mote Looe Key [In Situ],,,AC-UNK,20,0
,AC,AC0,Mote Looe Key [In Situ],,,AC-UNK,20,0
,AC,AC0,Mote Sand Key [In Situ],,,21-285,20,0
,AC,AC2627,Mote Sand Key [In Situ],,,RD-2,20,0
,AC,AC10,Mote Sand Key [In Situ],,,10,20,0
,RADIANS,SR223,Mote Islamorada,,G1,R141,20,0
,PC,PC22,Mote Islamorada,,G7,R54,20,0.25
,MC,MC127,Mote Summerland,All Summerland,C5,R24,19,1
,OF,OF1015,Mote Islamorada [In Situ],,Unassigned,R45,19,0
,MC,MC102,Mote Summerland,All Summerland,F4,R357,19,0.75
,PS,PS7,Mote Islamorada [In Situ],,Unassigned,R322,19,0
,DL,DL275,Mote Summerland,All Summerland,D5,R440,19,0.25
,DL,DL185,Mote Summerland,All Summerland,E6,R1708,19,0.5
,OF,OF1036,Mote Islamorada,,G9,R114,19,0.5
,PS,PS20,Mote Summerland,All Summerland,E2,R1683,19,0.5
,SIDEREA,SS51,Mote Key Largo,,G8,R3,19,0.5
,AP,AP378,Mote Key Largo,,G14,R28,19,0.5
,ASTREOIDES,PA74,Mote Summerland,All Summerland,G4,R900,19,1
,AP,AP399,Mote Key Largo,,G7,R139,19,0.5
,PS,PS14,Mote Summerland,All Summerland,B1,R1614,19,0.25
,ASTREOIDES,PA84,Mote Summerland,All Summerland,G9,R1324,19,
,DL,DL210,Mote Summerland,All Summerland,D5,R1648,19,0.5
,DL,DL218,Mote Summerland,All Summerland,D4,R844,19,0
,PS,PS7,Mote Summerland,All Summerland,B2,R1219,19,0.5
,AP,AP76,Mote Key Largo,,G19,R212,19,0.25
,PS,PS9,Mote Summerland,All Summerland,A5,R1076,19,0.25
,SIDEREA,SS121,Mote Islamorada,,G10,R285,19,0.5
,OF,OF1013,Mote Key Largo,,G4,R163,19,0.5
,OF,OF920,Mote Islamorada,,G13,R305,19,0.75
,OF,OF957,Mote Islamorada,,G13,R72,19,0.75
,AP,AP99,Mote Key Largo,,G14,R231,19,0.25
,AC,AC2513,Mote Looe Key [In Situ],,,CU-034,19,0
,AC,AC2522,Mote Looe Key [In Situ],,,CU-053,19,0
,MC,MC53,Mote Looe Key [In Situ],,,MC MIX2,19,0
,AC,AC2601,Mote Looe Key [In Situ],,,NB-1,19,0
,AC,AC13,Mote Looe Key [In Situ],,,AC-13,19,0
,DL,DL257,Mote Looe Key [In Situ],,,DL MIX2,19,0
,CN,CN10,Mote Looe Key [In Situ],,,CN MIX1,19,0
,CN,CN38,Mote Islamorada,,G7,R47,19,0.75
,OF,OF932,Mote Islamorada,,G7,R131,19,0.75
,OF,OF1016,Mote Islamorada,,G8,R80,19,0.5
,SIDEREA,SS1,Mote Summerland,All Summerland,E2,R324,18,0.75
,I2,I2A,Mote Summerland,All Summerland,H6,R1281,18,1
,PC,PC19,Mote Summerland,All Summerland,F5,R1017,18,0.75
,OF,OF976,Mote Summerland,All Summerland,F4,R1317,18,0.25
,OF,OF1004,Mote Looe Key [In Situ],,default,R41,18,0.25
,AP,AP124,Mote Key Largo,,G14,R78,18,0.5
,ASTREOIDES,PA29,Mote Summerland,All Summerland,C3,R839,18,0.25
,OF,OF688,Mote Summerland,All Summerland,F2,R1479,18,0.75
,PS,PS8,Mote Summerland,All Summerland,E2,R1498,18,0.75
,OF,OF926,Mote Key Largo,,G4,R149,18,0.5
,AP,AP7,Mote Key Largo,,G14,R112,18,0.25
,AP,AP380,Mote Key Largo,,G9,R247,18,0.5
,OF,OF918,Mote Islamorada,,G8,R226,18,0.5
,ASTREOIDES,PA54,Mote Summerland,All Summerland,D4,R1353,18,0.25
,DL,DL204,Mote Summerland,All Summerland,Q9,R981,18,0.5
,ASTREOIDES,PA109,Mote Islamorada,,G1,R209,18,0.25
,CN,CN84,Mote Islamorada,,G3,R167,18,0.75
,AP,AP49,Mote Key Largo,,G14,R66,18,0.5
,DS,DS5,Mote Key Largo,,G6,R83,18,0.5
,DL,DL280,Mote Islamorada,,G3,R275,18,0.75
,DL,DL176,Mote Summerland,All Summerland,F1,R1829,18,0.25
,PS,PS45,Mote Summerland,All Summerland,A5,R1244,18,0.25
,OF,OF1037,Mote Islamorada,,G11,R172,18,0.75
,OF,OF679,Mote Summerland,All Summerland,F4,R1448,18,0.75
,CN,CN18,Mote Summerland,All Summerland,F2,R1675,18,1
,MC,MC64,Mote Summerland,All Summerland,A5,R491,18,0.25
,DS,DS9,Mote Summerland,All Summerland,A1,R1150,18,0.25
,ASTREOIDES,PA22,Mote Summerland,All Summerland,D4,R1211,18,0.25
,AP,AP21,Mote Key Largo,,G7,R286,18,0.5
,CN,CN49,Mote Summerland,All Summerland,F10,R1588,18,0.5
,MC,MC107,Mote Summerland,All Summerland,F6,R939,18,0.75
,PC,PC27,Mote Islamorada,,G2,R64,18,0.5
,OF,OF987,Mote Looe Key [In Situ],,default,R948,18,0.25
,SIDEREA,SS55,Mote Key Largo,,G8,R253,18,0.5
,PA,PA416,Mote Summerland,All Summerland,A2,R946,18,0.25
,PC,PC31,Mote Key Largo [In Situ],,,Red01,18,0
,PC,PC31,Mote Key Largo [In Situ],,,Blue31,18,0
,AC,AC17-004,Mote Islamorada,,G1,R260,18,0.75
,OF,OF1004,Mote Looe Key [In Situ],,,ILSA45,18,0
,MC,MC57,Mote Looe Key [In Situ],,,MC MIX2,18,0
,PS,PS35,Mote Looe Key [In Situ],,,PS MIX3,18,0
,OF,OF180,Mote Looe Key [In Situ],,,OF-180,18,0
,OF,OF185,Mote Looe Key [In Situ],,,OF-185,18,0
,AC,AC79,Mote Looe Key [In Situ],,,AC-79,18,0
,AP,AP24,Mote Looe Key [In Situ],,,AP24,18,0
,CN,CN14,Mote Summerland,All Summerland,F2,R1042,17,1
,ASTREOIDES,PA71,Mote Summerland,All Summerland,C4,R347,17,1
,ASTREOIDES,PA112,Mote Summerland,All Summerland,C4,R1264,17,1
,OF,OF987,Mote Summerland,All Summerland,C1,R111,17,0.5
,MC,MC115,Mote Islamorada [In Situ],,Unassigned,R437,17,0
